Id,name,Age,nationality,club,league,euro_wage,networth,score_of_100
209746,K. Altınay,25,Turkey,Osmanlıspor,Turkish Süper Lig,10000,800000,67
220754,D. Ortiz,24,Paraguay,Newell's Old Boys,Argentinian Superliga,7000,875000,67
223570,J. Sambia,20,France,Montpellier Hérault SC,French Ligue 1,3000,1100000,67
53074,S. Hofmann,36,Germany,SK Rapid Wien,Austrian Bundesliga,10000,260000,67
186450,M. Carayol,28,Gambia,Nottingham Forest,English Championship,18000,775000,67
209491,T. Meißner,26,Germany,ADO Den Haag,Holland Eredivisie,7000,750000,67
197716,T. Bunbury,27,United States,New England Revolution,USA Major League Soccer,6000,900000,67
200532,K. D'Haene,27,Belgium,KV Kortrijk,Belgian First Division A,9000,800000,67
216660,Hugo Álvarez,32,Spain,AD Alcorcón,Spanish Segunda División,7000,450000,67
227668,S. Ichazo,25,Uruguay,Torino,Italian Serie A,16000,675000,67
162388,K. Chiba,32,Japan,Sanfrecce Hiroshima,Japanese J1 League,7000,450000,67
231508,T. Thelin,33,Sweden,Jönköpings Södra IF,Swedish Allsvenskan,3000,475000,67
209493,D. Daniels,23,Montserrat,Rochdale,English League One,7000,925000,67
162901,C. Doyle,32,Republic of Ireland,Bradford City,English League One,6000,450000,67
186453,T. Hiariej,28,Netherlands,Central Coast Mariners,Australian A-League,3000,625000,67
199510,N. Proschwitz,30,Germany,Sparta Rotterdam,Holland Eredivisie,8000,725000,67
214358,J. Nieto,24,Colombia,Atletico Nacional Medellin,Colombian Primera A,3000,1100000,67
221014,Carlos Fernández,21,Spain,Sevilla Atlético,Spanish Segunda División,4000,1300000,67
160086,J. Adánguiz,33,Chile,Curicó Unido,Chilian Primera División,3000,300000,67
238678,K. Gehring,29,Germany,SG Sonnenhof Großaspach,German 3. Liga,1000,600000,67
205911,M. Chiosa,23,Italy,Novara,Italian Serie B,3000,900000,67
184407,F. Moretti,28,Italy,Avellino,Italian Serie B,3000,750000,67
196952,J. Bidwell,24,England,Queens Park Rangers,English Championship,13000,875000,67
223320,C. Alkılıç,29,Turkey,Alanyaspor,Turkish Süper Lig,9000,575000,67
139609,C. Conway,32,Scotland,Blackburn Rovers,English League One,9000,600000,67
146521,Ripa,31,Spain,CD Numancia,Spanish Segunda División,6000,500000,67
227161,M. Medina,22,Colombia,Corporación Club Deportivo Tuluá,Colombian Primera A,1000,1200000,67
234841,G. Karačić,20,Bosnia Herzegovina,SV Sandhausen,German 2. Bundesliga,3000,1200000,67
182617,D. Hylton,28,England,Luton Town,English League Two,14000,800000,67
216410,Vinícius,24,Brazil,AEK Athens,Greek Super League,1000,825000,67
157018,M. Hernández,34,Mexico,Tiburones Rojos de Veracruz,Mexican Liga MX,4000,300000,67
238682,D. Hägele,28,Germany,SG Sonnenhof Großaspach,German 3. Liga,1000,750000,67
179802,X. Báez,29,Mexico,Necaxa,Mexican Liga MX,9000,725000,67
227163,P. Mina,32,Colombia,Asociacion Deportivo Cali,Colombian Primera A,2000,450000,67
230491,Jose Emeirson,25,Brazil,Vitória,Campeonato Brasileiro Série A,8000,825000,67
202589,Javi Hernández,28,Spain,Cracovia,Polish Ekstraklasa,5000,775000,67
221789,Gwon Wan Gyu,25,Korea Republic,Pohang Steelers,Korean K League Classic,6000,850000,67
162397,H. Skogseid,29,Norway,Stabæk Fotball,Norwegian Eliteserien,3000,575000,67
230493,Fabri Arnoia,25,Brazil,São Paulo Futebol Clube,Campeonato Brasileiro Série A,17000,850000,67
189021,J. Mall,26,Switzerland,SV Darmstadt 98,German 2. Bundesliga,11000,675000,67
209502,M. Nkololo,24,DR Congo,SM Caen,French Ligue 1,12000,1000000,67
209758,V. Alvarado,24,United States,Santos Laguna,Mexican Liga MX,10000,850000,67
211294,A. Putsko,24,Russia,FC SKA-Energiya Khabarovsk,Russian Premier League,13000,900000,67
215390,D. da Cruz,31,France,Stade de Reims,French Ligue 2,6000,525000,67
170078,M. Little,28,England,Bolton Wanderers,English Championship,20000,600000,67
238942,N. Mitrović,24,Slovenia,Jagiellonia Białystok,Polish Ekstraklasa,5000,900000,67
182878,Jonathan Reis,28,Brazil,Hokkaido Consadole Sapporo,Japanese J1 League,4000,800000,67
205663,M. Busellato,24,Italy,Bari,Italian Serie B,3000,850000,67
219743,S. Al Duayyi,24,Saudi Arabia,Al Faisaly,Saudi Professional League,12000,900000,67
221791,R. Kurzawa,24,Poland,Górnik Zabrze,Polish Ekstraklasa,4000,1000000,67
193631,C. Groß,28,Germany,VfL Osnabrück,German 3. Liga,1000,700000,67
210784,D. Morales,30,Argentina,Colon de Santa Fe,Argentinian Superliga,8000,725000,67
218464,E. Quiñones,28,Colombia,CD Los Millionarios Bogota,Colombian Primera A,3000,775000,67
179808,O. Mares,30,Mexico,Tiburones Rojos de Veracruz,Mexican Liga MX,26000,550000,67
193632,A. Novikovas,26,Lithuania,Jagiellonia Białystok,Polish Ekstraklasa,7000,900000,67
209761,D. Steres,26,United States,LA Galaxy,USA Major League Soccer,5000,800000,67
160097,E. Hurtados,25,Chile,Audax Italiano,Chilian Primera División,3000,675000,67
235361,I. Alhaft,20,Netherlands,Sparta Rotterdam,Holland Eredivisie,7000,1200000,67
188257,B. Easton,29,Scotland,St. Johnstone FC,Scottish Premiership,5000,575000,67
199010,A. Boyle,26,Republic of Ireland,Preston North End,English Championship,9000,800000,67
203618,V. Sielis,27,Cyprus,Gangwon FC,Korean K League Classic,4000,650000,67
214882,J. Czerwiński,25,Poland,Legia Warszawa,Polish Ekstraklasa,6000,750000,67
227170,J. Roa,22,Colombia,CPD Junior Barranquilla,Colombian Primera A,2000,975000,67
170594,L. Díaz,31,Argentina,Club Atlético Huracán,Argentinian Superliga,9000,650000,67
173666,N. Law,29,England,Bradford City,English League One,8000,750000,67
192354,R. Vilchis,27,Mexico,Monarcas Morelia,Mexican Liga MX,7000,800000,67
204131,K. Escamilla,23,Mexico,U.N.A.M.,Mexican Liga MX,10000,975000,67
214371,J. Arboleda,27,Colombia,Deportes Tolima,Colombian Primera A,1000,625000,67
221539,Carrillo,23,Spain,Cádiz C.F.,Spanish Segunda División,5000,1200000,67
160099,D. Soldiez,29,Chile,Universidad de Chile,Chilian Primera División,8000,750000,67
173155,A. Barillà,29,Italy,Parma,Italian Serie B,4000,725000,67
214884,M. Nalepa,24,Poland,Lechia Gdańsk,Polish Ekstraklasa,5000,900000,67
220772,L. Stojanović,23,Serbia,Royal Antwerp FC,Belgian First Division A,8000,1000000,67
221284,J. Gradit,24,France,Tours FC,French Ligue 2,4000,850000,67
230244,Leo Vimieiro,29,Brazil,Atlético Clube Goianiense,Campeonato Brasileiro Série A,8000,600000,67
238692,K. Gjasula,27,Germany,Hallescher FC,German 3. Liga,1000,725000,67
53604,G. Greer,36,Scotland,Kilmarnock,Scottish Premiership,3000,100000,67
202341,M. Pérez,24,Mexico,Club América,Mexican Liga MX,28000,975000,67
186725,D. Horst,31,United States,Real Salt Lake,USA Major League Soccer,5000,525000,67
232550,A. Putivtsev,28,Ukraine,Termalica Bruk-Bet Nieciecza,Polish Ekstraklasa,5000,625000,67
170342,P. Huntington,29,England,Preston North End,English Championship,9000,600000,67
194662,A. Zabolotnyy,26,Russia,FC Tosno,Russian Premier League,14000,975000,67
213095,L. Cavallini,24,Canada,Puebla,Mexican Liga MX,6000,1100000,67
215143,J. Sills,30,Argentina,Newell's Old Boys,Argentinian Superliga,10000,575000,67
228711,B. Mansilla,20,Argentina,Racing Club de Avellaneda,Argentinian Superliga,9000,1700000,67
184167,A. Moris,27,Luxembourg,KV Mechelen,Belgian First Division A,7000,625000,67
191847,A. Al Asta,30,Saudi Arabia,Al Nassr,Saudi Professional League,20000,550000,67
199784,Edgar Hernández,30,Spain,CF Reus Deportiu,Spanish Segunda División,6000,725000,67
172648,S. Blondelle,31,Belgium,KAS Eupen,Belgian First Division A,7000,525000,67
189544,S. Wangberg,26,Norway,Tromsø IL,Norwegian Eliteserien,3000,850000,67
192616,C. Tănase,30,Romania,Kardemir Karabükspor,Turkish Süper Lig,9000,725000,67
223593,J. Correa,24,Argentina,Godoy Cruz,Argentinian Superliga,8000,1000000,67
236393,Marc Cardona,21,Spain,FC Barcelona B,Spanish Segunda División,5000,1200000,67
197226,S. Bertram,26,Germany,FC Erzgebirge Aue,German 2. Bundesliga,6000,900000,67
169578,C. Woods,30,England,Preston North End,English Championship,9000,550000,67
235883,R. Sessegnon,17,England,Fulham,English Championship,12000,1300000,67
183147,S. Hines,29,England,Orlando City Soccer Club,USA Major League Soccer,5000,600000,67
191083,P. Mortensen,27,Denmark,Sarpsborg 08 FF,Norwegian Eliteserien,3000,825000,67
204652,A. Escoboza,24,Mexico,Puebla,Mexican Liga MX,11000,1000000,67
226668,N. Mazzola,27,Argentina,Gimnasia y Esgrima La Plata,Argentinian Superliga,10000,900000,67
229996,J. Venegas,28,Costa Rica,Minnesota Thunder,USA Major League Soccer,6000,775000,67
190060,N. Toko,26,DR Congo,FC St. Gallen,Swiss Super League,10000,900000,67
140141,V. Sánchez,37,Uruguay,Houston Dynamo,USA Major League Soccer,5000,260000,67
165485,J. Demetriou,29,Cyprus,Southend United,English League One,7000,575000,67
233581,Song Si Woo,23,Korea Republic,Incheon United FC,Korean K League Classic,4000,1000000,67
193645,D. Gavazzi,31,Italy,Avellino,Italian Serie B,3000,650000,67
209518,I. Lendrić,25,Croatia,RC Lens,French Ligue 2,6000,925000,67
194926,I. Temnikov,28,Russia,Dinamo Moscow,Russian Premier League,20000,775000,67
219759,S. Molina,25,Italy,Avellino,Italian Serie B,15000,950000,67
157295,C. Valdez,33,Mexico,Tiburones Rojos de Veracruz,Mexican Liga MX,7000,450000,67
226671,F. Fattori,24,Argentina,Newell's Old Boys,Argentinian Superliga,9000,950000,67
183151,M. Keita,26,Norway,New York Red Bulls,USA Major League Soccer,5000,825000,67
183407,S. Kotysch,28,Germany,Sint-Truidense VV,Belgian First Division A,8000,700000,67
221552,S. Heltne Nilsen,25,Norway,SK Brann,Norwegian Eliteserien,4000,850000,67
160112,A. Safildo,25,Chile,Curicó Unido,Chilian Primera División,3000,825000,67
101488,D. Haas,33,Germany,FC Erzgebirge Aue,German 2. Bundesliga,4000,375000,67
233840,E. Kouassi,19,Ivory Coast,Celtic,Scottish Premiership,14000,1500000,67
237424,Paik Seung Ho,20,Korea Republic,Girona CF,Spanish Primera División,11000,1200000,67
240240,J. Nsamé,24,Cameroon,BSC Young Boys,Swiss Super League,13000,1000000,67
176240,M. Wynne,31,United States,San Jose Earthquakes,USA Major League Soccer,5000,525000,67
183920,R. Sukuta-Pasu,27,Germany,SV Sandhausen,German 2. Bundesliga,5000,900000,67
198257,S. Sinovic,30,United States,Sporting Kansas City,USA Major League Soccer,5000,550000,67
229745,B. Enobakhare,19,Nigeria,Wolverhampton Wanderers,English Championship,16000,1400000,67
180337,M. Vanhamel,27,Belgium,KV Oostende,Belgian First Division A,7000,625000,67
142962,E. Bologna,35,Argentina,River Plate,Argentinian Superliga,6000,180000,67
213106,R. Sigurjónsson,27,Iceland,Grasshopper Club Zürich,Swiss Super League,11000,750000,67
217202,L. Rinaldi,23,Argentina,Brescia,Italian Serie B,3000,1000000,67
152690,D. Konstantopoulos,38,Greece,Middlesbrough,English Championship,5000,50000,67
181106,H. Hosogai,31,Japan,Kashiwa Reysol,Japanese J1 League,7000,525000,67
205939,O. Bulut,23,Germany,SC Freiburg,German Bundesliga,13000,975000,67
214131,R. Sánchez,33,Colombia,CD Los Millionarios Bogota,Colombian Primera A,2000,375000,67
160115,E. Manjedo,33,Chile,CD Universidad de Concepción,Chilian Primera División,3000,475000,67
163955,S. Anderson,31,Scotland,St. Johnstone FC,Scottish Premiership,5000,525000,67
164467,J. Ward,31,Northern Ireland,Nottingham Forest,English Championship,19000,675000,67
194163,J. Raitala,28,Finland,Columbus Crew SC,USA Major League Soccer,5000,600000,67
215668,R. Festersen,30,Denmark,Odense Boldklub,Danish Superliga,10000,725000,67
225140,S. Khumalo,27,South Africa,Kaizer Chiefs,South African PSL,1000,625000,67
170612,V. Basha,26,Albania,Wisła Kraków,Polish Ekstraklasa,5000,800000,67
183924,F. Migliore,29,Italy,Genoa,Italian Serie A,17000,575000,67
237429,G. Miura,22,Japan,Gamba Osaka,Japanese J1 League,6000,1000000,67
145014,Juande,30,Spain,La Spezia,Italian Serie B,3000,575000,67
230262,Nuno Cedrim,25,Brazil,Clube Atlético Mineiro,Campeonato Brasileiro Série A,19000,825000,67
235126,F. Orlando,20,Italy,Salernitana,Italian Serie B,22000,1400000,67
177782,H. Özmert,32,Turkey,İstanbul Başakşehir FK,Turkish Süper Lig,13000,450000,67
118646,I. Henderson,32,England,Rochdale,English League One,5000,600000,67
194934,Dani Jiménez,27,Spain,AD Alcorcón,Spanish Segunda División,5000,625000,67
201079,L. Laverone,28,Italy,Avellino,Italian Serie B,3000,600000,67
201847,L. Bostyn,23,Belgium,SV Zulte-Waregem,Belgian First Division A,6000,725000,67
218743,A. Zapata,22,Colombia,CD Los Millionarios Bogota,Colombian Primera A,15000,1100000,67
223607,Luis Ruiz,25,Spain,CD Lugo,Spanish Segunda División,5000,825000,67
165496,G. Prósperi,32,Argentina,San Martín de San Juan,Argentinian Superliga,6000,425000,67
134777,G. Bourillon,33,France,La Berrichonne de Châteauroux,French Ligue 2,4000,300000,67
202105,M. Zachara,27,Poland,Tondela,Portuguese Primeira Liga,5000,825000,67
160121,N. Meriz,33,Chile,CD Palestino,Chilian Primera División,3000,475000,67
224378,M. Bani,23,Italy,Chievo Verona,Italian Serie A,8000,900000,67
160122,A. Romales,25,Chile,Santiago Wanderers,Chilian Primera División,4000,825000,67
211067,D. Del Fabro,22,Italy,Novara,Italian Serie B,37000,1000000,67
211323,Pol García,22,Spain,Cremonese,Italian Serie B,37000,975000,67
215163,A. Cooper,29,Panama,Toronto FC,USA Major League Soccer,6000,725000,67
224891,Rafael Ramos,22,Portugal,Orlando City Soccer Club,USA Major League Soccer,4000,1100000,67
239483,A. Tembeng,25,Cameroon,Tondela,Portuguese Primeira Liga,4000,800000,67
4732,J. Bréchet,37,France,GFC Ajaccio,French Ligue 2,3000,100000,67
204412,G. Saville,24,England,Millwall,English Championship,18000,1000000,67
211325,A. Schiavone,24,Italy,Cesena,Italian Serie B,2000,1100000,67
155517,D. Olsen,32,Denmark,Hobro IK,Danish Superliga,8000,575000,67
223357,W. Kaptoum,20,Cameroon,FC Barcelona B,Spanish Segunda División,4000,1300000,67
190589,S. Hierländer,26,Austria,SK Sturm Graz,Austrian Bundesliga,13000,950000,67
219518,P. Becker,24,Argentina,Rosario Central,Argentinian Superliga,9000,1000000,67
225150,A. Araujo,20,Portugal,GFC Ajaccio,French Ligue 2,18000,1200000,67
232062,D. Sundgren,26,Sweden,AIK Solna,Swedish Allsvenskan,6000,775000,67
188798,Tito,32,Spain,CF Reus Deportiu,Spanish Segunda División,5000,450000,67
200319,B. Coker,28,England,Southend United,English League One,7000,600000,67
206207,W. Zahibo,23,France,Gimnàstic de Tarragona,Spanish Segunda División,5000,975000,67
226431,L. Da Silva Lopes,18,Portugal,Peterborough United,English League One,4000,1600000,67
170879,S. MacDonald,29,Wales,Wigan Athletic,English League One,8000,600000,67
239231,Cucurella,18,Spain,FC Barcelona B,Spanish Segunda División,3000,1400000,67
210304,H. Zuck,26,Germany,Eintracht Braunschweig,German 2. Bundesliga,15000,825000,67
212608,J. Mombris,29,France,GFC Ajaccio,French Ligue 2,5000,575000,67
225664,M. Ibarra,27,United States,Minnesota Thunder,USA Major League Soccer,5000,800000,67
229248,Alan Schons,24,Brazil,Moreirense FC,Portuguese Primeira Liga,4000,1000000,67
50816,L. Wilkshire,35,Australia,Sydney FC,Australian A-League,4000,160000,67
198785,N. Çiftçi,25,Turkey,Plymouth Argyle,English League One,30000,925000,67
203393,E. Gnahoré,23,France,Palermo,Italian Serie B,3000,1100000,67
150657,S. Baradji,33,France,Amiens SC Football,French Ligue 1,11000,300000,67
216193,B. Vriends,26,Netherlands,Sparta Rotterdam,Holland Eredivisie,7000,775000,67
217729,L. Gatto,25,Italy,Salernitana,Italian Serie B,4000,950000,67
191105,R. Lundström,27,Sweden,Vålerenga Fotball,Norwegian Eliteserien,4000,700000,67
199554,D. Zanon,33,Italy,Perugia,Italian Serie B,3000,290000,67
203138,J. Scowen,24,England,Queens Park Rangers,English Championship,15000,1000000,67
206210,S. Ganz,23,Italy,Pescara,Italian Serie B,3000,1100000,67
155266,A. Askar,31,Ethiopia,Sarpsborg 08 FF,Norwegian Eliteserien,3000,675000,67
222338,T. Redding,20,United States,Orlando City Soccer Club,USA Major League Soccer,4000,975000,67
160130,R. Gaetaños,29,Chile,Audax Italiano,Chilian Primera División,4000,750000,67
226434,R. García,28,Uruguay,Atlético Tucumán,Argentinian Superliga,7000,700000,67
171394,T. Enevoldsen,29,Denmark,NAC Breda,Holland Eredivisie,8000,750000,67
226179,M. Sauer,23,Germany,Eintracht Braunschweig,German 2. Bundesliga,11000,900000,67
176003,J. Dequevy,29,Belgium,Royal Antwerp FC,Belgian First Division A,9000,750000,67
184707,G. Madine,26,England,Bolton Wanderers,English Championship,23000,825000,67
192643,K. Kratz,30,Germany,Atlanta United FC,USA Major League Soccer,5000,725000,67
219780,Claude Gonçalves,23,Portugal,Tondela,Portuguese Primeira Liga,3000,925000,67
232580,Gabriel,19,Brazil,ES Troyes AC,French Ligue 1,11000,1100000,67
173444,G. Barnes,28,Jamaica,Orlando City Soccer Club,USA Major League Soccer,6000,800000,67
199813,G. Trauner,25,Austria,LASK Linz,Austrian Bundesliga,9000,850000,67
201093,N. Powell,23,England,Wigan Athletic,English League One,8000,1000000,67
221573,Dudú,27,Brazil,Ventforet Kofu,Japanese J1 League,4000,900000,67
223877,D. Furlong,21,England,Queens Park Rangers,English Championship,12000,875000,67
225669,K. Ehizibue,22,Netherlands,PEC Zwolle,Holland Eredivisie,5000,875000,67
230021,J. Aidoo,21,Ghana,KRC Genk,Belgian First Division A,7000,925000,67
232581,Eduardo,24,Brazil,Kawasaki Frontale,Japanese J1 League,5000,900000,67
189061,S. Burchert,27,Germany,SpVgg Greuther Fürth,German 2. Bundesliga,6000,600000,67
232582,W. Andrade,32,Argentina,Club Atlético Patronato,Argentinian Superliga,6000,450000,67
178310,S. Iacoponi,30,Italy,Parma,Italian Serie B,4000,550000,67
199815,S. Mantom,25,England,Scunthorpe United,English League One,8000,925000,67
143751,F. Öztorun,30,Turkey,Atiker Konyaspor,Turkish Süper Lig,10000,550000,67
201352,A. Iacobucci,26,Italy,Virtus Entella,Italian Serie B,2000,700000,67
209288,F. Mollet,25,France,FC Metz,French Ligue 1,9000,900000,67
212104,J. Gómez,23,Mexico,Querétaro,Mexican Liga MX,6000,825000,67
160136,A. Ibañado,25,Chile,CD Antofagasta,Chilian Primera División,3000,825000,67
230280,Antonaldinho,25,Brazil,Associação Atlética Ponte Preta,Campeonato Brasileiro Série A,10000,825000,67
237960,Mama Baldé,21,Guinea Bissau,CD Aves,Portuguese Primeira Liga,7000,975000,67
177544,K. Bülow,31,Germany,Karlsruher SC,German 3. Liga,1000,525000,67
208521,F. Brillant,32,France,New York City Football Club,USA Major League Soccer,5000,450000,67
223113,K. Piątek,22,Poland,Cracovia,Polish Ekstraklasa,5000,1100000,67
160137,J. Urellano,25,Chile,Club de Deportes Temuco,Chilian Primera División,3000,850000,67
225673,K. Adams Nuhu,22,Ghana,BSC Young Boys,Swiss Super League,11000,850000,67
240265,L. Juliš,22,Czech Republic,Sparta Praha,Czech Liga,1000,1300000,67
188297,A. Laurito,33,Germany,Rot-Weiß Erfurt,German 3. Liga,1000,300000,67
210570,E. Nefiz,22,Turkey,Alanyaspor,Turkish Süper Lig,8000,1200000,67
223114,E. Tozlu,26,Turkey,Evkur Yeni Malatyaspor,Turkish Süper Lig,10000,900000,67
226442,H. Pehlivan,23,Turkey,Gençlerbirliği SK,Turkish Süper Lig,9000,825000,67
230282,Guto Costinho,25,Brazil,Sociedade Esportiva Palmeiras,Campeonato Brasileiro Série A,19000,825000,67
165258,K. Sobieraj,35,Poland,Arka Gdynia,Polish Ekstraklasa,4000,180000,67
203915,E. Padella,28,Italy,Ascoli,Italian Serie B,3000,625000,67
156299,S. Barker,34,England,Burton Albion,English Championship,7000,230000,67
229259,Dani Suárez,27,Spain,Górnik Zabrze,Polish Ekstraklasa,4000,750000,67
167563,A. Budakov,32,Russia,FC Anzhi Makhachkala,Russian Premier League,10000,450000,67
221580,D. González,27,Colombia,La Equidad,Colombian Primera A,1000,775000,67
167564,A. Krivoruchko,32,Russia,FC SKA-Energiya Khabarovsk,Russian Premier League,10000,450000,67
218253,S. Balanovich,29,Belarus,Amkar Perm,Russian Premier League,14000,750000,67
220045,C. Mahoney,20,England,Bournemouth,English Premier League,26000,1200000,67
223117,J. Fortes,28,Cape Verde,Excelsior,Holland Eredivisie,7000,625000,67
230285,Vincente Dourado,33,Brazil,Associação Chapecoense de Futebol,Campeonato Brasileiro Série A,11000,475000,67
234381,J. Müller,23,Germany,SG Dynamo Dresden,German 2. Bundesliga,7000,875000,67
177805,M. Rossi,29,Italy,Wellington Phoenix,Australian A-League,3000,600000,67
213646,Miguel Oliveira,23,Portugal,Vitória Guimarães,Portuguese Primeira Liga,4000,700000,67
220558,J. von Haacke,23,Germany,SV Darmstadt 98,German 2. Bundesliga,13000,1000000,67
212879,S. Michel,26,Germany,SC Paderborn 07,German 3. Liga,1000,825000,67
215695,L. Nielsen,30,Denmark,Lech Poznań,Polish Ekstraklasa,6000,575000,67
200336,M. Nitrianský,26,Czech Republic,Partick Thistle F.C.,Scottish Premiership,5000,750000,67
219536,I. Pussetto,21,Argentina,Club Atlético Huracán,Argentinian Superliga,7000,1300000,67
222352,A. Ajeti,20,Switzerland,FC St. Gallen,Swiss Super League,9000,1100000,67
224144,Diego Aguirre,26,Spain,Rayo Vallecano,Spanish Segunda División,7000,900000,67
230288,Gustavo Pastinho,25,Brazil,Clube Atlético Mineiro,Campeonato Brasileiro Série A,20000,850000,67
230800,R. Manaj,20,Albania,Granada CF,Spanish Segunda División,27000,1300000,67
233616,Sueliton,26,Brazil,Vitória Guimarães,Portuguese Primeira Liga,6000,775000,67
211857,Alex Muñoz,22,Spain,Sevilla Atlético,Spanish Segunda División,4000,900000,67
212625,D. Kinsombi,21,Germany,Holstein Kiel,German 2. Bundesliga,6000,975000,67
157585,J. Ielsch,34,France,Amiens SC Football,French Ligue 1,11000,220000,67
227217,K. Mazek,22,Poland,Zagłębie Lubin,Polish Ekstraklasa,5000,1000000,67
178321,M. Figoli,32,Uruguay,Atlético Huila,Colombian Primera A,1000,600000,67
204946,Y. Otsu,27,Japan,Kashiwa Reysol,Japanese J1 League,8000,800000,67
205970,J. Wallace,23,England,Millwall,English Championship,18000,1100000,67
212114,O. Aydın,23,Germany,Chemnitzer FC,German 3. Liga,1000,1100000,67
226706,Felipe Pires,22,Brazil,FK Austria Wien,Austrian Bundesliga,17000,1000000,67
125586,S. Andersen,35,Denmark,FC København,Danish Superliga,6000,180000,67
202131,J. Cousins,23,England,Queens Park Rangers,English Championship,15000,1000000,67
232595,Ko Seung Beom,23,Korea Republic,Suwon Samsung Bluewings,Korean K League Classic,5000,1000000,67
172179,T. Spurr,29,England,Preston North End,English Championship,9000,600000,67
177299,A. Gabbarini,31,Argentina,Bahía Blanca,Argentinian Superliga,5000,475000,67
204436,O. Yıldırım,24,Germany,Eintracht Braunschweig,German 2. Bundesliga,13000,1000000,67
224148,R. Murić,21,Croatia,SC Braga,Portuguese Primeira Liga,6000,1100000,67
225172,A. Gérard,24,France,RC Lens,French Ligue 2,5000,1000000,67
237460,V. Kovačević,24,Serbia,KV Kortrijk,Belgian First Division A,7000,875000,67
224149,R. Rubin,21,United States,Stabæk Fotball,Norwegian Eliteserien,3000,1100000,67
189077,S. Sararer,27,Turkey,SpVgg Greuther Fürth,German 2. Bundesliga,8000,800000,67
220054,L. Nizzetto,31,Italy,Virtus Entella,Italian Serie B,2000,650000,67
224150,J. Salas,23,Mexico,Club Atlas,Mexican Liga MX,11000,1100000,67
235670,R. Lundqvist,20,Sweden,PSV,Holland Eredivisie,7000,1200000,67
232599,Y. Nakayama,20,Japan,Kashiwa Reysol,Japanese J1 League,6000,1100000,67
240023,P. Eler,26,Slovenia,AS Nancy Lorraine,French Ligue 2,6000,975000,67
198040,E. Alvarado,28,Costa Rica,Trabzonspor,Turkish Süper Lig,14000,525000,67
206488,A. Origi,33,Kenya,Lillestrøm SK,Norwegian Eliteserien,3000,375000,67
208024,M. Wallace,24,Scotland,Scunthorpe United,English League One,6000,825000,67
209816,J. Buatu Mananga,23,Angola,Waasland-Beveren,Belgian First Division A,6000,875000,67
232344,E. Dening,28,Argentina,Evkur Yeni Malatyaspor,Turkish Süper Lig,10000,800000,67
236696,A. Chatzigiovanis,20,Greece,Panathinaikos FC,Greek Super League,1000,1200000,67
238232,Han Kwang Song,18,Korea DPR,Perugia,Italian Serie B,18000,1600000,67
193688,N. Backman,28,Sweden,Aarhus GF,Danish Superliga,9000,625000,67
215449,R. Skov,21,Denmark,Silkeborg IF,Danish Superliga,6000,1700000,67
230297,Adriano Junqueiras,29,Brazil,Coritiba Foot Ball Club,Campeonato Brasileiro Série A,15000,750000,67
201114,B. Pawłowski,24,Poland,Zagłębie Lubin,Polish Ekstraklasa,5000,975000,67
144282,S. Özkan,30,Turkey,Gençlerbirliği SK,Turkish Süper Lig,11000,725000,67
219546,J. Murillo,23,Colombia,Patriotas Boyacá FC,Colombian Primera A,1000,900000,67
232346,D. Imperiale,29,Argentina,Club Atlético Tigre,Argentinian Superliga,9000,725000,67
234906,H. Aouar,19,France,Olympique Lyonnais,French Ligue 1,18000,1600000,67
210843,H. Mahbub,24,Saudi Arabia,Al Hilal,Saudi Professional League,17000,825000,67
213659,F. Dabo,21,England,Vitesse,Holland Eredivisie,5000,1000000,67
215195,S. Svendsen,19,Norway,Hammarby IF,Swedish Allsvenskan,3000,1200000,67
220059,D. Poyet,22,Uruguay,Godoy Cruz,Argentinian Superliga,7000,975000,67
222875,J. Kayembe,22,Belgium,FC Nantes,French Ligue 1,13000,1200000,67
235163,M. Castagnetti,27,Italy,Empoli,Italian Serie B,8000,650000,67
237211,Yuri Ribeiro,20,Portugal,Rio Ave FC,Portuguese Primeira Liga,4000,1100000,67
173211,A. Rossi,30,Italy,Pescara,Italian Serie B,3000,550000,67
187035,J. Jeffrey,27,United States,D.C. United,USA Major League Soccer,5000,750000,67
190619,M. Grella,30,United States,New York Red Bulls,USA Major League Soccer,5000,725000,67
205724,I. Lanni,27,Italy,Ascoli,Italian Serie B,2000,600000,67
213404,P. Dawidowicz,22,Poland,Palermo,Italian Serie B,2000,1000000,67
222364,Piqueti,24,Guinea Bissau,CS Marítimo,Portuguese Primeira Liga,6000,1000000,67
147613,A. Pavlenko,32,Russia,FC Ural,Russian Premier League,19000,600000,67
194717,R. Grange,28,France,Chamois Niortais FC,French Ligue 2,6000,775000,67
202654,D. Čotra,32,Serbia,Śląsk Wrocław,Polish Ekstraklasa,5000,425000,67
204958,Miguel Garcia,26,Spain,CF Reus Deportiu,Spanish Segunda División,5000,775000,67
227998,D. Badji,24,Senegal,Colorado Rapids,USA Major League Soccer,5000,1000000,67
231838,M. Wöber,19,Austria,Ajax,Holland Eredivisie,4000,1200000,67
237214,L. Abubakar,22,Ghana,Columbus Crew SC,USA Major League Soccer,4000,850000,67
187550,Eduardo Neto,28,Brazil,Kawasaki Frontale,Japanese J1 League,6000,625000,67
191390,F. N'Sakala,26,DR Congo,Alanyaspor,Turkish Süper Lig,8000,725000,67
205215,Igor Rossi,28,Brazil,Al Faisaly,Saudi Professional League,14000,700000,67
