"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"8600000US54556","ZCTA5 54556","587","104","8.2","3.1","4.6","1.7","13.5","3.6","10.2","3.2","19.3","8.2","17.9","4.6","13.8","3.8","8.5","2.5","3.6","2.5","0.5","0.8","44375","1965","55898","4338","23.3","(X)","(X)","(X)","(X)","(X)","323","50","1.2","1.3","0.0","5.3","10.2","4.0","12.4","4.2","12.1","3.2","21.1","5.0","20.7","5.1","15.5","4.1","5.9","4.1","0.9","1.4","67614","6212","72435","6271","(X)","(X)","24.1","(X)","(X)","(X)","283","35","0.7","1.0","0.0","6.0","9.5","4.4","9.2","4.5","11.0","3.0","23.3","5.5","20.8","5.5","17.7","4.5","6.7","4.5","1.1","1.7","70536","4810","N","N","(X)","(X)","(X)","(X)","(X)","(X)","264","77","16.7","6.9","10.2","4.5","17.4","7.0","7.6","3.3","28.4","16.5","14.0","7.5","5.7","4.2","0.0","6.4","0.0","6.4","0.0","6.4","33214","16999","34993","3909","(X)","(X)","(X)","(X)","22.3","(X)"
"8600000US54557","ZCTA5 54557","458","62","2.0","1.2","1.7","1.4","8.7","3.2","10.7","3.8","9.4","4.5","24.2","5.6","19.0","6.3","17.7","5.0","2.6","1.9","3.9","2.2","68269","4244","80735","7781","45.4","(X)","(X)","(X)","(X)","(X)","321","50","0.3","0.9","0.6","1.0","2.8","1.8","6.5","3.8","11.2","5.2","26.8","7.2","19.9","7.1","22.4","6.8","3.7","2.7","5.6","3.2","80536","18041","94331","9577","(X)","(X)","46.7","(X)","(X)","(X)","292","44","0.3","1.0","0.7","1.1","2.4","1.6","5.1","3.4","11.0","4.5","27.7","6.9","21.9","7.6","22.3","6.8","4.1","3.1","4.5","2.5","81429","15198","N","N","(X)","(X)","(X)","(X)","(X)","(X)","137","31","5.8","3.6","4.4","3.2","22.6","8.7","20.4","9.3","5.8","8.0","17.5","9.1","16.8","11.3","6.6","8.2","0.0","12.0","0.0","12.0","31875","20195","48226","9170","(X)","(X)","(X)","(X)","42.3","(X)"
"8600000US54558","ZCTA5 54558","1041","119","4.3","2.3","4.8","2.5","11.9","4.6","11.4","4.3","22.1","5.9","18.1","4.5","8.5","4.2","11.0","4.2","2.6","2.1","5.3","3.7","45298","6662","70098","12018","40.2","(X)","(X)","(X)","(X)","(X)","640","100","0.9","1.5","2.3","2.0","5.5","3.4","7.8","3.8","22.7","7.2","25.2","6.7","12.7","6.5","14.5","5.7","2.5","2.0","5.9","4.7","59063","7660","83326","16178","(X)","(X)","43.3","(X)","(X)","(X)","501","90","0.0","3.4","0.6","1.0","1.8","1.8","10.0","5.0","18.6","6.7","28.1","7.8","16.2","8.0","14.0","5.5","3.2","2.5","7.6","5.9","64107","7163","N","N","(X)","(X)","(X)","(X)","(X)","(X)","401","95","9.7","5.2","10.0","5.5","24.2","10.0","17.2","9.7","18.0","9.6","7.7","5.5","1.0","1.8","5.2","5.0","2.7","4.4","4.2","5.3","27042","5271","47458","16017","(X)","(X)","(X)","(X)","35.2","(X)"
"8600000US54559","ZCTA5 54559","341","48","7.0","4.8","6.2","3.3","11.4","4.7","10.3","4.3","17.0","5.7","20.2","7.8","13.2","4.8","10.6","3.6","3.8","2.1","0.3","0.5","47266","12788","58065","5636","34.9","(X)","(X)","(X)","(X)","(X)","205","51","6.8","5.9","0.5","0.8","13.2","6.9","3.4","2.9","21.0","9.1","20.0","8.9","13.7","5.7","14.6","6.9","6.3","3.5","0.5","0.8","60625","16688","67990","7823","(X)","(X)","37.6","(X)","(X)","(X)","127","35","1.6","2.6","0.0","12.8","7.1","5.6","3.1","4.4","18.9","9.1","18.1","7.4","19.7","8.6","20.5","10.3","10.2","5.7","0.8","1.2","75938","5767","N","N","(X)","(X)","(X)","(X)","(X)","(X)","136","28","7.4","8.5","15.4","8.3","9.6","5.6","20.6","9.4","23.5","10.2","11.0","7.7","9.6","7.3","2.9","3.7","0.0","12.1","0.0","12.1","34000","6069","38784","7103","(X)","(X)","(X)","(X)","28.7","(X)"
"8600000US54560","ZCTA5 54560","284","58","0.7","1.0","2.5","3.9","10.9","6.5","9.2","6.1","16.9","8.4","24.3","11.6","15.5","11.0","16.9","10.9","2.5","2.3","0.7","1.1","62738","12249","67148","9273","37.7","(X)","(X)","(X)","(X)","(X)","204","57","1.0","1.5","0.0","8.2","5.9","6.6","8.3","7.1","14.2","9.9","24.5","14.6","21.6","15.0","20.1","13.9","3.4","3.2","1.0","1.6","71250","13424","77340","11191","(X)","(X)","42.2","(X)","(X)","(X)","174","56","1.1","1.7","0.0","9.6","3.4","5.3","5.7","5.2","13.8","11.3","21.8","16.5","25.3","17.4","23.6","16.1","4.0","3.7","1.1","1.8","75972","10323","N","N","(X)","(X)","(X)","(X)","(X)","(X)","80","24","0.0","19.5","8.8","13.2","23.8","16.7","11.3","13.9","23.8","15.9","23.8","14.4","0.0","19.5","8.8","11.8","0.0","19.5","0.0","19.5","36042","5714","41158","10287","(X)","(X)","(X)","(X)","26.3","(X)"
"8600000US54561","ZCTA5 54561","0","9","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","9","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","9","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","9","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)"
"8600000US54562","ZCTA5 54562","925","87","2.2","1.5","4.6","3.0","8.9","3.5","11.8","3.5","18.1","4.9","21.7","5.0","9.3","3.6","12.9","3.8","4.0","2.4","6.6","3.5","54191","7884","76526","8861","33.2","(X)","(X)","(X)","(X)","(X)","591","70","1.0","1.5","4.1","3.9","5.8","3.2","8.6","4.1","16.2","5.5","22.2","6.1","8.5","4.3","18.8","5.8","5.6","3.6","9.3","5.2","66645","12076","91237","13529","(X)","(X)","42.6","(X)","(X)","(X)","507","65","0.0","3.4","0.0","3.4","5.7","3.5","7.9","3.9","14.2","4.7","23.9","7.0","9.9","4.8","21.1","6.5","6.5","4.1","10.8","6.0","74292","14749","N","N","(X)","(X)","(X)","(X)","(X)","(X)","334","68","4.2","3.4","7.2","5.0","14.4","8.0","18.9","8.1","19.8","8.8","19.5","10.2","10.8","6.2","2.4","2.6","1.2","1.9","1.8","1.8","37045","8781","49521","7106","(X)","(X)","(X)","(X)","16.5","(X)"
"8600000US54563","ZCTA5 54563","317","47","4.7","2.6","3.5","2.7","12.3","4.1","7.3","2.7","15.1","6.0","21.8","6.0","20.2","5.1","10.1","3.8","1.3","1.1","3.8","2.4","59464","6135","72009","12321","26.2","(X)","(X)","(X)","(X)","(X)","227","40","1.8","1.5","0.0","7.4","11.5","5.2","6.2","4.5","14.1","7.2","25.1","6.9","21.6","6.9","12.8","5.3","2.6","1.8","4.4","2.9","64688","7026","83336","16656","(X)","(X)","26.4","(X)","(X)","(X)","199","38","2.0","1.7","0.0","8.4","12.6","5.4","5.5","4.0","10.6","7.9","25.1","7.9","21.6","7.0","14.6","6.1","3.0","2.1","5.0","3.3","67656","6755","N","N","(X)","(X)","(X)","(X)","(X)","(X)","90","21","12.2","8.8","12.2","9.0","14.4","7.3","10.0","8.1","20.0","11.0","12.2","9.2","16.7","10.2","2.2","3.0","0.0","17.6","0.0","17.6","35278","9237","41007","7276","(X)","(X)","(X)","(X)","25.6","(X)"
"8600000US54564","ZCTA5 54564","187","37","5.9","5.3","11.2","8.0","14.4","7.5","10.7","6.4","13.4","4.8","19.8","8.4","10.7","5.0","12.8","7.7","1.1","2.7","0.0","8.9","43750","12592","51165","7491","40.1","(X)","(X)","(X)","(X)","(X)","104","31","1.9","4.6","2.9","5.3","7.7","4.6","5.8","7.0","15.4","7.5","25.0","13.5","18.3","6.8","21.2","15.0","1.9","4.6","0.0","15.4","62500","11287","69116","10442","(X)","(X)","28.8","(X)","(X)","(X)","90","26","2.2","5.4","0.0","17.6","3.3","3.6","6.7","8.2","16.7","8.6","25.6","15.1","18.9","7.2","24.4","17.1","2.2","5.4","0.0","17.6","71250","24596","N","N","(X)","(X)","(X)","(X)","(X)","(X)","83","27","10.8","10.2","21.7","15.9","22.9","15.3","16.9","13.9","10.8","9.4","13.3","10.0","1.2","3.9","2.4","3.9","0.0","18.9","0.0","18.9","21705","4665","28480","7069","(X)","(X)","(X)","(X)","54.2","(X)"
"8600000US54565","ZCTA5 54565","22","10","9.1","14.2","18.2","15.3","13.6","12.2","13.6","24.9","22.7","17.3","22.7","22.0","0.0","46.4","0.0","46.4","0.0","46.4","0.0","46.4","31250","10156","30355","7190","9.1","(X)","(X)","(X)","(X)","(X)","12","8","0.0","62.8","0.0","62.8","0.0","62.8","16.7","25.2","41.7","27.0","41.7","37.8","0.0","62.8","0.0","62.8","0.0","62.8","0.0","62.8","40000","9497","41867","6988","(X)","(X)","8.3","(X)","(X)","(X)","11","8","0.0","65.6","0.0","65.6","0.0","65.6","9.1","18.6","45.5","33.0","45.5","38.1","0.0","65.6","0.0","65.6","0.0","65.6","0.0","65.6","41250","11667","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10","6","20.0","29.3","40.0","28.6","30.0","26.2","10.0","32.8","0.0","68.8","0.0","68.8","0.0","68.8","0.0","68.8","0.0","68.8","0.0","68.8","14375","13868","16540","8284","(X)","(X)","(X)","(X)","10.0","(X)"
"8600000US54566","ZCTA5 54566","640","63","9.1","4.4","8.6","4.1","12.2","3.6","11.9","4.0","14.5","3.1","20.5","5.7","11.6","3.6","9.4","2.9","1.1","0.8","1.3","1.0","43750","6491","51937","4731","33.0","(X)","(X)","(X)","(X)","(X)","374","48","7.0","4.6","5.1","4.7","10.4","4.4","10.2","4.9","16.6","4.1","18.2","6.0","14.4","4.2","15.0","4.8","1.9","1.5","1.3","1.3","50536","6947","60448","6554","(X)","(X)","34.2","(X)","(X)","(X)","275","39","3.6","2.7","0.7","1.1","9.5","4.2","10.2","6.6","18.5","5.0","20.0","6.7","16.7","4.9","17.1","5.5","1.8","1.7","1.8","1.8","56964","10469","N","N","(X)","(X)","(X)","(X)","(X)","(X)","266","52","12.0","7.7","13.5","7.7","14.7","5.7","16.9","6.3","11.7","5.0","21.1","9.3","8.6","5.5","0.4","0.8","0.0","6.4","1.1","1.4","32625","5383","38772","6815","(X)","(X)","(X)","(X)","30.8","(X)"
"8600000US54568","ZCTA5 54568","2416","197","4.6","2.9","9.8","6.3","9.8","3.5","15.2","5.5","18.1","4.4","11.0","2.9","13.4","3.4","10.6","3.5","4.6","2.4","2.9","2.1","45512","3974","67575","9625","31.6","(X)","(X)","(X)","(X)","(X)","1438","143","1.9","2.6","0.0","1.2","3.4","2.5","12.7","6.5","20.6","6.3","17.1","4.8","17.8","5.0","16.1","5.3","6.9","3.8","3.4","3.1","60333","20842","83343","11549","(X)","(X)","36.4","(X)","(X)","(X)","1162","138","0.0","1.5","0.0","1.5","3.5","2.6","8.3","4.1","19.7","6.3","18.2","5.4","20.8","6.2","18.8","6.3","6.5","4.2","4.2","3.7","75441","7998","N","N","(X)","(X)","(X)","(X)","(X)","(X)","978","183","11.3","6.9","24.1","14.6","19.2","7.8","16.1","8.0","14.5","6.3","2.0","2.2","6.9","4.6","4.0","3.6","1.2","1.3","0.6","0.9","22431","7541","42014","16070","(X)","(X)","(X)","(X)","24.5","(X)"
"8600000US54601","ZCTA5 54601","20243","409","6.3","1.0","6.6","1.2","11.5","1.5","10.9","1.3","14.6","1.5","19.0","1.4","12.3","1.2","11.1","1.1","3.6","0.7","4.2","0.6","50181","2048","71320","3477","33.6","(X)","(X)","(X)","(X)","(X)","9550","323","1.4","0.6","2.1","0.9","4.9","1.4","7.6","1.7","10.6","1.6","22.2","2.4","18.6","2.1","18.2","2.0","6.3","1.3","8.2","1.2","76777","3710","103699","6958","(X)","(X)","29.1","(X)","(X)","(X)","7445","312","0.4","0.3","0.7","0.7","2.7","1.0","5.2","1.3","8.9","1.7","21.3","2.5","20.7","2.3","22.1","2.6","7.6","1.6","10.3","1.4","86763","2513","118712","8003","(X)","(X)","(X)","(X)","(X)","(X)","10693","441","11.1","2.0","11.1","1.9","17.8","2.6","13.7","2.0","18.5","2.4","16.4","1.8","6.0","1.2","3.8","0.9","1.0","0.5","0.6","0.4","32309","2087","40630","1906","(X)","(X)","(X)","(X)","36.9","(X)"
"8600000US54603","ZCTA5 54603","6449","239","3.1","1.7","5.7","2.0","9.3","2.5","16.1","4.0","16.4","3.4","25.0","3.8","10.2","2.2","9.4","2.9","2.0","1.1","2.9","1.2","49606","2751","67991","8988","37.0","(X)","(X)","(X)","(X)","(X)","3594","274","1.1","1.0","6.9","3.1","3.6","2.4","11.4","5.0","15.4","4.1","27.6","5.5","13.9","3.6","13.8","4.6","3.7","2.0","2.7","1.6","61466","4875","70814","5667","(X)","(X)","38.0","(X)","(X)","(X)","2459","231","1.6","1.5","0.9","1.2","2.2","2.0","11.1","5.9","12.2","3.9","28.3","6.6","16.5","4.5","19.4","6.3","4.7","2.5","3.1","2.0","69319","4602","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2855","289","5.6","3.5","4.6","2.3","16.9","5.2","23.1","6.1","18.7","6.3","19.6","5.8","5.0","2.8","3.4","2.1","0.0","0.6","3.0","2.1","34868","3759","63109","18803","(X)","(X)","(X)","(X)","35.0","(X)"
"8600000US54610","ZCTA5 54610","746","50","1.5","1.1","4.4","2.8","13.0","3.4","9.0","2.9","12.2","2.6","20.6","4.3","17.8","4.0","15.0","4.6","3.9","1.5","2.5","1.7","60750","7969","70271","5236","39.3","(X)","(X)","(X)","(X)","(X)","481","43","0.8","0.7","1.9","2.2","8.1","3.7","3.5","2.2","13.3","4.0","24.1","5.6","16.4","4.0","23.3","6.4","6.0","2.4","2.5","1.7","71932","9991","81912","6426","(X)","(X)","42.8","(X)","(X)","(X)","393","41","0.5","0.7","0.0","4.4","5.9","2.1","3.6","2.5","13.2","4.3","22.4","5.3","18.8","4.9","25.7","7.4","6.9","2.8","3.1","2.1","82708","11185","N","N","(X)","(X)","(X)","(X)","(X)","(X)","265","42","3.0","2.9","10.6","7.2","24.5","7.4","18.9","6.4","12.8","4.1","15.1","6.1","12.5","6.0","2.6","2.2","0.0","6.4","0.0","6.4","32417","3551","40532","5363","(X)","(X)","(X)","(X)","26.8","(X)"
"8600000US54611","ZCTA5 54611","454","52","1.8","1.4","6.4","2.5","12.6","4.4","9.3","4.0","14.8","4.8","20.9","5.1","13.4","4.3","12.6","3.8","4.6","3.5","3.7","2.2","54310","3395","69276","6279","35.2","(X)","(X)","(X)","(X)","(X)","303","37","4.3","4.4","0.0","5.6","4.6","3.0","8.6","5.2","12.2","5.0","24.4","6.5","18.8","5.9","16.2","4.7","6.9","5.1","4.0","2.7","69688","11735","81719","7957","(X)","(X)","31.4","(X)","(X)","(X)","238","31","0.8","1.3","0.0","7.1","1.7","1.8","3.8","2.8","13.4","6.0","25.6","7.5","20.6","6.7","20.6","5.9","8.8","6.4","4.6","3.4","82500","9297","N","N","(X)","(X)","(X)","(X)","(X)","(X)","151","38","2.6","2.6","19.2","7.9","22.5","8.6","13.2","7.3","21.2","10.5","9.9","6.8","2.6","3.6","5.3","7.3","0.0","10.9","3.3","5.2","30972","8116","42218","12557","(X)","(X)","(X)","(X)","34.4","(X)"
"8600000US54612","ZCTA5 54612","1920","117","6.1","3.5","4.2","1.7","7.0","2.1","12.5","3.1","16.2","3.3","22.7","3.4","12.2","2.7","13.9","2.8","2.5","1.1","2.7","1.1","54531","3808","69943","5505","40.1","(X)","(X)","(X)","(X)","(X)","1180","67","2.0","1.7","1.3","1.0","3.4","1.8","9.9","3.7","13.9","3.9","27.7","4.1","19.0","4.6","15.5","3.6","3.9","1.7","3.4","1.5","67772","3206","81392","6252","(X)","(X)","39.3","(X)","(X)","(X)","952","68","0.4","0.6","1.2","1.0","1.7","1.3","8.4","3.6","14.2","4.1","29.1","5.1","18.3","4.9","18.3","4.5","4.3","1.9","4.2","1.9","70345","4046","N","N","(X)","(X)","(X)","(X)","(X)","(X)","740","120","12.6","8.8","8.8","4.1","14.5","4.8","16.6","5.2","19.9","6.2","14.2","5.9","3.8","2.3","8.2","3.8","0.5","0.7","0.9","1.1","34063","4151","48556","10006","(X)","(X)","(X)","(X)","41.2","(X)"
"8600000US54613","ZCTA5 54613","864","90","3.8","2.4","5.9","2.3","20.8","4.3","11.1","3.6","18.3","3.9","20.6","3.9","8.6","3.4","8.3","2.4","1.3","1.0","1.3","0.9","41774","2895","51317","3160","35.1","(X)","(X)","(X)","(X)","(X)","483","69","0.4","0.6","3.3","2.0","8.1","3.2","7.7","4.1","23.8","5.4","25.7","6.0","13.3","5.2","13.3","4.1","2.3","1.7","2.3","1.6","54321","2755","66792","4633","(X)","(X)","35.0","(X)","(X)","(X)","428","66","0.5","0.7","2.3","2.2","4.7","2.2","7.9","4.6","25.5","6.1","24.1","5.7","15.0","5.9","15.0","4.7","2.6","1.9","2.6","1.8","55000","3737","N","N","(X)","(X)","(X)","(X)","(X)","(X)","381","63","8.1","5.6","9.7","4.7","38.1","8.1","15.5","6.5","11.3","4.9","12.6","5.1","2.6","4.0","2.1","1.7","0.0","4.5","0.0","4.5","22475","2551","31092","3869","(X)","(X)","(X)","(X)","35.2","(X)"
"8600000US54614","ZCTA5 54614","1087","79","2.4","1.5","3.8","1.8","10.2","3.0","7.9","2.0","11.8","3.0","20.3","2.8","15.5","4.1","18.6","3.9","6.2","2.5","3.3","1.3","66685","5904","80351","6741","40.3","(X)","(X)","(X)","(X)","(X)","742","63","0.9","0.7","2.7","2.0","3.9","1.8","5.9","2.4","10.4","3.6","22.8","3.5","19.8","5.2","20.4","4.0","9.7","3.5","3.5","1.6","80750","7845","92713","7872","(X)","(X)","36.4","(X)","(X)","(X)","651","57","0.6","0.6","1.2","1.2","4.1","1.9","5.2","2.3","8.3","3.6","23.2","3.8","20.9","5.3","22.4","4.4","10.3","4.0","3.7","1.8","85865","5265","N","N","(X)","(X)","(X)","(X)","(X)","(X)","345","59","5.5","4.7","6.1","3.6","23.8","7.7","12.8","4.5","16.5","5.1","15.7","4.9","5.8","4.2","12.5","7.7","0.0","4.9","1.4","1.9","35774","5864","51131","9412","(X)","(X)","(X)","(X)","46.7","(X)"
"8600000US54615","ZCTA5 54615","4137","146","5.2","1.4","8.4","3.0","13.5","3.0","10.5","2.2","13.2","2.6","18.7","2.9","13.4","2.8","11.2","2.0","3.6","1.4","2.3","0.9","48549","6265","62663","4054","37.3","(X)","(X)","(X)","(X)","(X)","2393","150","3.0","1.8","3.7","1.8","4.5","2.1","8.7","2.6","14.5","4.0","19.8","3.8","18.6","4.3","17.6","3.5","5.8","2.2","3.9","1.6","71207","3646","81602","6086","(X)","(X)","38.8","(X)","(X)","(X)","1724","147","1.3","1.4","2.3","1.6","1.3","0.7","6.7","2.2","8.2","2.5","22.0","4.6","24.1","5.4","21.2","4.2","8.0","2.9","4.8","2.1","83519","5646","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1744","169","9.6","2.7","15.9","6.4","24.8","6.7","13.4","4.1","14.2","3.2","15.1","4.5","4.2","1.8","1.9","1.1","0.6","1.0","0.2","0.2","24844","5515","33833","2845","(X)","(X)","(X)","(X)","32.7","(X)"
"8600000US54616","ZCTA5 54616","1004","76","2.2","2.0","4.9","2.4","13.3","4.0","9.0","2.4","14.5","3.8","22.9","4.8","18.6","4.2","8.9","2.8","2.8","1.6","2.9","1.7","55786","4108","65797","5576","35.6","(X)","(X)","(X)","(X)","(X)","627","67","1.1","0.9","0.0","2.7","11.3","4.5","8.5","3.4","13.7","4.9","23.8","5.9","24.4","5.8","11.2","3.7","4.0","2.5","2.1","1.4","64306","8558","72442","5496","(X)","(X)","37.3","(X)","(X)","(X)","487","57","0.2","0.8","0.0","3.5","4.7","2.4","8.4","4.0","9.9","4.1","25.1","6.5","30.0","7.1","14.4","4.7","5.1","3.1","2.3","1.8","76328","4461","N","N","(X)","(X)","(X)","(X)","(X)","(X)","377","60","5.0","5.1","13.0","5.7","20.2","8.0","10.9","4.3","16.7","6.1","20.4","8.0","6.4","4.2","3.2","2.6","0.0","4.5","4.2","4.6","35795","11635","49666","12091","(X)","(X)","(X)","(X)","31.0","(X)"
"8600000US54618","ZCTA5 54618","859","66","1.0","0.9","5.2","2.0","8.0","3.0","9.9","2.6","16.3","3.6","19.9","2.9","18.0","3.4","16.2","3.3","3.5","2.0","1.9","0.9","61736","6157","73836","6642","32.8","(X)","(X)","(X)","(X)","(X)","572","44","1.0","1.6","0.5","0.7","6.3","3.3","7.7","2.6","8.7","2.5","24.8","4.2","20.5","4.3","23.6","4.5","4.7","2.9","2.1","1.1","76136","5176","84036","6935","(X)","(X)","34.1","(X)","(X)","(X)","507","47","0.4","1.1","0.4","0.5","5.7","3.5","7.1","3.0","8.9","2.5","23.7","4.2","19.9","4.4","26.2","5.0","5.3","3.2","2.4","1.2","79018","5581","N","N","(X)","(X)","(X)","(X)","(X)","(X)","287","53","2.1","1.7","13.6","5.7","13.2","5.9","14.6","6.8","29.3","10.4","13.6","5.2","11.5","4.8","0.7","1.1","0.0","5.9","1.4","1.4","38469","2274","50601","11159","(X)","(X)","(X)","(X)","30.3","(X)"
"8600000US54619","ZCTA5 54619","1234","75","3.4","1.6","4.5","2.0","7.9","2.1","6.9","2.0","13.3","2.8","21.8","3.8","17.8","3.5","16.2","2.9","4.3","1.7","3.9","1.4","67500","4934","79159","6298","42.9","(X)","(X)","(X)","(X)","(X)","925","71","3.2","1.9","2.8","1.9","4.1","2.0","5.1","1.9","12.2","3.4","22.3","4.7","18.5","4.2","21.0","3.7","5.9","2.2","4.9","1.8","75368","5046","89811","7382","(X)","(X)","43.4","(X)","(X)","(X)","806","70","1.5","1.5","2.6","2.1","3.5","2.4","4.6","1.9","11.2","3.3","20.8","4.7","20.7","4.8","23.7","4.0","6.6","2.6","4.8","1.7","79643","3609","N","N","(X)","(X)","(X)","(X)","(X)","(X)","309","49","5.8","4.6","9.4","4.7","21.7","6.7","14.9","6.5","18.8","6.6","14.6","6.8","12.9","7.3","1.9","2.2","0.0","5.5","0.0","5.5","34276","5009","41038","5493","(X)","(X)","(X)","(X)","38.8","(X)"
"8600000US54621","ZCTA5 54621","521","48","2.3","1.5","5.6","2.9","5.0","2.6","5.8","3.3","15.4","5.3","23.8","5.4","14.6","4.5","18.4","5.7","5.4","3.7","3.8","2.2","64766","6906","86266","9590","36.1","(X)","(X)","(X)","(X)","(X)","411","45","1.2","1.1","0.7","0.9","6.1","3.4","3.9","3.0","12.4","4.9","24.3","5.9","19.5","5.5","21.4","6.8","5.8","4.6","4.6","2.8","76964","14097","95086","12316","(X)","(X)","40.1","(X)","(X)","(X)","369","48","1.4","1.2","0.8","1.0","5.7","3.6","2.7","2.0","11.4","4.9","25.5","6.5","21.1","5.9","20.9","7.2","6.5","5.3","4.1","2.7","79583","15407","N","N","(X)","(X)","(X)","(X)","(X)","(X)","110","30","6.4","5.1","23.6","11.9","0.9","2.3","12.7","11.1","28.2","13.6","20.0","11.2","0.9","2.7","4.5","3.6","1.8","2.4","0.9","2.5","40500","6868","50745","28571","(X)","(X)","(X)","(X)","20.9","(X)"
"8600000US54622","ZCTA5 54622","887","75","3.7","1.8","4.3","1.5","13.3","3.4","6.9","2.1","11.8","3.1","22.0","3.6","16.9","3.4","14.5","2.7","4.6","2.2","1.9","0.9","60688","4782","71475","6747","36.1","(X)","(X)","(X)","(X)","(X)","546","69","2.7","2.2","2.0","1.3","6.4","3.2","4.4","1.8","7.0","3.1","26.0","4.2","21.8","4.8","20.5","3.7","6.8","3.2","2.4","1.3","76818","7575","86501","8722","(X)","(X)","33.3","(X)","(X)","(X)","485","59","1.6","1.1","1.6","1.1","3.3","1.7","4.3","2.0","5.6","3.3","27.2","4.8","23.3","5.0","22.9","4.2","7.6","3.6","2.5","1.4","81211","1983","N","N","(X)","(X)","(X)","(X)","(X)","(X)","341","51","7.3","4.3","7.9","3.7","25.2","6.3","10.9","4.9","17.6","6.1","15.2","4.9","8.5","4.5","5.3","3.7","1.2","1.1","0.9","1.5","33750","6168","45743","9309","(X)","(X)","(X)","(X)","40.5","(X)"
