Lecture,Age,Primary major,Other majors,Zip Code,Pizza topping,Pet owner,Runner,Sleep habit,Procrastinator
LEC004,18,Engineering: Mechanical,,53706,sausage,Yes,Yes,early bird,Yes
LEC001,19,Other,"Data Science Certificate, Economics",53703,sausage,No,Yes,night owl,Yes
LEC001,18,Engineering: Mechanical,,53706,pepperoni,No,No,night owl,Yes
LEC003,18,Engineering: Mechanical,,53706,pepperoni,Yes,Yes,night owl,Yes
LEC004,19,Engineering: Biomedical,,53706,none (just cheese),Yes,No,no preference,Yes
LEC001,20,Computer Science,,53715,sausage,Yes,No,night owl,Yes
LEC001,17,Engineering: Mechanical,,53706,pineapple,Yes,No,night owl,Yes
LEC002,20,Data Science,,53703,pepperoni,Yes,Yes,night owl,Yes
LEC003,18,Engineering: Mechanical,,53715,pineapple,No,No,night owl,Maybe
LEC003,19,Engineering: Biomedical,,53703,none (just cheese),Yes,Yes,night owl,Yes
LEC003,20,Other,Data Science,53715,mushroom,Yes,Yes,early bird,Maybe
LEC003,19,Mathematics/AMEP,,53705,pineapple,No,No,night owl,Yes
LEC002,19,Engineering: Mechanical,chemical engineering,53711,green pepper,Yes,No,night owl,Maybe
LEC003,21,Computer Science,Data Science,53715,mushroom,No,No,night owl,Maybe
LEC003,19,Data Science,,53590,pepperoni,No,No,no preference,Yes
LEC001,20,Computer Science,,,pepperoni,Yes,No,early bird,Yes
LEC001,20,Data Science,"Biology, Bioinformatics",53703,sausage,Yes,No,no preference,Yes
LEC002,21,Engineering: Mechanical,,53705,none (just cheese),Yes,No,no preference,Maybe
LEC001,19,Computer Science,Data Science,53706,Other,No,Yes,night owl,No
LEC001,20,Business: Finance,Data Science,53715,sausage,Yes,Yes,night owl,Yes
LEC001,19,Data Science,Computer science,53706,pineapple,No,Yes,no preference,Yes
LEC002,23,Science: Other,Computer Science,53711,pineapple,Yes,Yes,early bird,No
LEC003,18,Engineering: Mechanical,,53706,sausage,No,No,night owl,No
LEC001,19,Computer Science,Data Science,53703,Other,No,No,no preference,Maybe
LEC001,19,Science: Other,,53706,macaroni/pasta,Yes,No,night owl,Yes
LEC003,19,Other,I do not have a secondary major but my major is International Studies. ,53076,pepperoni,Yes,Yes,early bird,Yes
LEC001,21,Science: Biology/Life,,53715,pepperoni,Yes,No,night owl,Yes
LEC001,20,Engineering: Mechanical,,53726,pepperoni,Yes,No,night owl,Yes
LEC002,20,Engineering: Industrial,,53715,pepperoni,Yes,No,no preference,Yes
LEC003,20,Science: Biology/Life,Life Science Communication,53703,pepperoni,Yes,No,early bird,Maybe
LEC002,19,Science: Biology/Life,Data Science,,pepperoni,No,No,no preference,Maybe
LEC002,22,Computer Science,,53703,sausage,Yes,No,night owl,Yes
LEC001,20,Business: Information Systems,,53706,mushroom,Yes,No,night owl,Yes
LEC001,19,Business: Other,,53706,pepperoni,Yes,No,early bird,Yes
LEC001,21,Other,"Economics/Philosophy, Data Science Certificate",53703,pepperoni,Yes,No,no preference,Yes
LEC003,19,Computer Science,Data science,53706,pineapple,Yes,Yes,night owl,Yes
