,Name,Attack,Defense,HP,Region,Sp. Atk,Sp. Def,Speed,Type 1,Type 2
874,Zacian,170,115,92,Galar,80,115,148,Fairy,Steel
875,Zamazenta,130,145,92,Galar,80,145,128,Fighting,Steel
876,Eternatus,85,95,140,Galar,145,95,130,Poison,Dragon
877,Kubfu,90,60,60,Galar,53,50,72,Fighting,None
878,Urshifu,130,100,100,Galar,63,60,97,Fighting,Dark
879,Zarude,120,105,105,Galar,70,95,105,Dark,Grass
880,Regieleki,100,50,80,Galar,100,50,200,Electric,None
881,Regidrago,100,50,200,Galar,100,50,80,Dragon,None
882,Glastrier,145,130,100,Galar,65,110,30,Ice,None
883,Spectrier,65,60,100,Galar,145,80,130,Ghost,None
884,Calyrex,80,80,100,Galar,80,80,80,Psychic,Grass
